,id,State,Jurisdiction,AbbreviatedDistrict,ZoneAcres,FedStateAcres,MunicipalAcres,State_from_zoning,Jurisdiction_from_zoning,County,Abbreviated District Name,Full District Name,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot (ACRES),1-Family Front Setback (# of feet),1-Family Side Setback (# of feet),1-Family Rear Setback (# of feet),1-Family Max. Lot Coverage - Buildings (%),1-Family Max. Lot Coverage - Buildings & Impervious Surface (%),1-Family Min. # Parking Spaces,1-Family Max. Height (# of stories),1-Family Max. Height (# of feet),1-Family Floor to Area Ratio,1-Family Min. Unit Size (SF),2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot (ACRES),2-Family Max. Density (UNITS/ACRE),2-Family Front Setback (# of feet),2-Family Side Setback (# of feet),2-Family Rear Setback (# of feet),2-Family Max. Lot Coverage - Buildings (%),2-Family Max. Lot Coverage - Buildings & Impervious Surface (%),2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Max. Height (# of stories),2-Family Max. Height (# of feet),2-Family Floor to Area Ratio,2-Family Min. Unit Size (SF),3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot (ACRES),3-Family Max. Density (UNITS/ACRE),3-Family Front Setback (# of feet),3-Family Side Setback (# of feet),3-Family Rear Setback (# of feet),3-Family Max. Lot Coverage - Buildings (%),3-Family Max. Lot Coverage - Buildings & Impervious Surface (%),3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Height (# of stories),3-Family Max. Height (# of feet),3-Family Floor to Area Ratio,3-Family Min. Unit Size (SF),3-Family Max. # Bedrooms Per Unit,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot (ACRES),4+-Family Max. Density (UNITS/ACRE),4+-Family Front Setback (# of feet),4+-Family Side Setback (# of feet),4+-Family Rear Setback (# of feet),4+-Family Max. Lot Coverage - Buildings (%),4+-Family Max. Lot Coverage - Buildings & Impervious Surface (%),4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Height (# of stories),4+-Family Max. Height (# of feet),4+-Family Floor to Area Ratio,4+-Family Min. Unit Size (SF),4+-Family Max. # Bedrooms Per Unit,4+-Family Max. # Units Per Building,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot (ACRES),AH Max. Density (UNITS/ACRE),AH Min. # Parking Spaces Per Studio or 1BR,AH Min. # Parking Spaces Per 2+ BR,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size (SF),AH Max. # Bedrooms Per Unit,AH Max. # Units Per  Building,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot (acres),ADU Min. # Parking Spaces (Additional to Main Unit),"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Size (% of Main Unit),ADU Max. Size (SF),ADU Max. # Bedrooms Per Unit,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot (Acres),PRD Max. Density (Units/Acre),PRD Max. # Units Per Development,Special Notes,Tooltip Notes,AduMaxSizeLimit,1MUS,2MUS,3MUS,4MUS,MUS,1MLS,2MLS,3MLS,4MLS,1E,2E,3E,4E,AEld,PK
149,HI--MAUI--A1,HI,Maui,A-1,656.6091377083926,20.318584484616792,636.2905532237758,HI,Maui,Maui,A-1,A-1 Apartment,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.23,15 (25 if building taller than 35 feet,10 (15 if building taller than 35 feet),15 (25 if building taller than 35 feet,25,25,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",2,35,".4 for lots 3 acres or more
.5 for lots less than 3 acres",None,No,No,0.23,None,15 (25 if building taller than 35 feet,10 (15 if building taller than 35 feet),15 (25 if building taller than 35 feet,25,25,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+","2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",None,35,".4 for lots 3 acres or more
.5 for lots less than 3 acres",None,No,No,0.23,None,"15 feet for the portion of the building 35 feet or less in height, and 20 feet for the portion of the building taller than 35 feet","10 feet for the portion of the building 35 feet or less in height, and 15 feet for the portion of the building taller than 35 feet","15 feet for the portion of the building 35 feet or less in height, and 20 feet for the portion of the building taller than 35 feet",25,25,,,No,No,None,35,".4 for lots 3 acres or more
.5 for lots less than 3 acres",None,None,No,No,0.23,None,"15 feet for the portion of the building 35 feet or less in height, and 20 feet for the portion of the building taller than 35 feet","10 feet for the portion of the building 35 feet or less in height, and 15 feet for the portion of the building taller than 35 feet","15 feet for the portion of the building 35 feet or less in height, and 20 feet for the portion of the building taller than 35 feet",25,25,,,No,No,None,35,".4 for lots 3 acres or more
.5 for lots less than 3 acres",None,None,None,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,No,No,No,No,,,,,,,,No,,,,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 1-family; 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (total); 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (per studio/1br)"
150,HI--MAUI--A2,HI,Maui,A-2,863.3980387521393,23.33725410977468,840.0607846423646,HI,Maui,Maui,A-2,A-2 Apartment,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.23,15 (25 if building taller than 35 feet,10 (15 if building taller than 35 feet),15 (25 if building taller than 35 feet,35,35,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",2,35,0.9,None,No,No,0.23,None,15 (25 if building taller than 35 feet,10 (15 if building taller than 35 feet),15 (25 if building taller than 35 feet,35,35,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+","2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",None,60,0.9,None,No,No,0.23,None,"15 feet for the portion of the building 35 feet or less in height, and 20 feet for the portion of the building taller than 35 feet","10 feet for the portion of the building 35 feet or less in height, and 15 feet for the portion of the building taller than 35 feet","15 feet for the portion of the building 35 feet or less in height, and 20 feet for the portion of the building taller than 35 feet",35,35,,,No,No,None,60,0.9,None,None,No,No,0.23,None,"15 feet for the portion of the building 35 feet or less in height, and 20 feet for the portion of the building taller than 35 feet","10 feet for the portion of the building 35 feet or less in height, and 15 feet for the portion of the building taller than 35 feet","15 feet for the portion of the building 35 feet or less in height, and 20 feet for the portion of the building taller than 35 feet",35,35,,,No,No,None,60,0.9,None,None,None,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,No,No,No,No,,,,,,,,No,,,,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 1-family; 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (total); 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (per studio/1br)"
151,HI--MAUI--AG,HI,Maui,AG,376134.69076657185,78563.54130398924,297571.1494625826,HI,Maui,Maui,AG,AG Agriculture,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,Prohibited,,,,,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
152,HI--MAUI--AP,HI,Maui,AP,1872.0171382567346,1857.418103407962,14.59903484877259,HI,Maui,Maui,AP,AP Airport,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
153,HI--MAUI--B1,HI,Maui,B-1,18.822684950115477,0.10801792363917793,18.7146670264763,HI,Maui,Maui,B-1,B-1 Business - Neighborhood,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.14,15,6,10,None,None,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",2,30,None,None,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,No,No,No,No,,,,,,,,No,,,,,,False,True,False,False,False,True,B,A,A,A,No,No,No,No,No,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 1-family"
154,HI--MAUI--B2,HI,Maui,B-2,372.9161406374355,11.817526855886301,361.0986137815492,HI,Maui,Maui,B-2,B-2 Business-Community,Yes,No,No,Mixed with Residential,No,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.14,,,,,,,Not listed,90 OA height* (Located above or below the first floor of a permitted use),2,,No,No,0.14,None,0,0 or some as adjoining zoning district,0 or some as adjoining zoning district,None,None,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+","2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",None,"35 in Molokai, 45 in Hana and West Maui, 90 in rest",2,None,No,No,0.14,None,None,"0 or the same as the adjoining zoning category, whichever is greater","0 or the same as the adjoining zoning category, whichever is greater",None,None,,,No,No,None,"90 for Maui, excluding the West Maui community plan area and Hāna community plan area; 45 for West Maui community plan area; 45 for Hāna community plan area; 45 for Lāna‘ i; and 35 for Moloka‘i",2,None,None,No,No,0.14,None,None,"0 or the same as the adjoining zoning category, whichever is greater","0 or the same as the adjoining zoning category, whichever is greater",None,None,,,No,No,None,"90 for Maui, excluding the West Maui community plan area and Hāna community plan area; 45 for West Maui community plan area; 45 for Hāna community plan area; 45 for Lāna‘ i; and 35 for Moloka‘i",2,None,None,None,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,No,No,No,No,,,,,,,,No,,,,,,False,False,True,True,True,True,B,B,B,B,No,No,No,No,No,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (total); 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (per studio/1br)"
155,HI--MAUI--B3,HI,Maui,B-3,8.759901478652683,6.38418193353923,2.375719545113453,HI,Maui,Maui,B-3,B-3 Business - Central District,Yes,No,No,Mixed with Residential,No,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.14,,,,,,,Not listed,"144 OA height * (One or more, located above or below the first floor of a permitted use)",4,,No,No,0.14,None,0,0 or some as adjoining zoning district,0 or some as adjoining zoning district,None,None,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+","2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",None,"35 in Molokai, 45 in Hana and West Maui, 144 elsewhere",4,None,No,No,0.14,None,None,"0 or the same as the adjoining zoning category, whichever is greater","0 or the same as the adjoining zoning category, whichever is greater",None,None,,,No,No,None,"144 for Maui, excluding the West Maui community plan area and Hāna community plan area; 45 for West Maui community plan area; 45 for Hāna community plan area; 45 for Lāna‘i, and 35 for Moloka‘i",4,None,None,No,No,0.14,None,None,"0 or the same as the adjoining zoning category, whichever is greater","0 or the same as the adjoining zoning category, whichever is greater",None,None,,,No,No,None,"144 for Maui, excluding the West Maui community plan area and Hāna community plan area; 45 for West Maui community plan area; 45 for Hāna community plan area; 45 for Lāna‘i, and 35 for Moloka‘i",4,None,None,None,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,No,No,No,No,,,,,,,,No,,,,,,False,False,True,True,True,True,B,B,B,B,No,No,No,No,No,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (total); 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (per studio/1br)"
156,HI--MAUI--BCT,HI,Maui,B-CT,128.85465082782343,10.051683930630222,118.80296689719322,HI,Maui,Maui,B-CT,B-CT Business - Country Town,Yes,No,No,Mixed with Residential,No,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.14,0,0,0,,,,2,35,,,No,No,0.14,None,0,0,0,,,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+","2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",None,35,None,None,No,No,0.14,None,None,"Where the side or rear of a lot abuts a lot in any zoning district that requires a setback, the abutting side or rear yard shall have the same yard setback as required in the abutting district","Where the side or rear of a lot abuts a lot in any zoning district that requires a setback, the abutting side or rear yard shall have the same yard setback as required in the abutting district",None,None,,,No,No,None,35,None,None,None,No,No,0.14,None,None,"Where the side or rear of a lot abuts a lot in any zoning district that requires a setback, the abutting side or rear yard shall have the same yard setback as required in the abutting district","Where the side or rear of a lot abuts a lot in any zoning district that requires a setback, the abutting side or rear yard shall have the same yard setback as required in the abutting district",None,None,,,No,No,None,35,None,None,None,None,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,No,No,No,No,,,,,,,,No,,,,,,False,False,True,True,True,True,B,B,B,B,No,No,No,No,No,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (total); 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (per studio/1br)"
157,HI--MAUI--BMFMRA,HI,Maui,BMF-MRA,12.507767665945696,0.009926266021686286,12.49784139992401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,HI--MAUI--BR,HI,Maui,BR,101.75309417532321,0.8078732354362634,100.94522093988695,HI,Maui,Maui,BR,BR Business - Resort,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,0.14,,,,,,,Not listed,35 * (Located above or below the first floor of a permitted use),,,No,No,0.14,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Allowed/Conditional,No,No,No,No,,,,,,,,No,,,,,,False,False,False,False,False,False,B,B,A,A,No,No,No,No,No,
159,HI--MAUI--BRW,HI,Maui,BRW,2.7698117948177363,1.968700975439996,0.8011108193777403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,HI--MAUI--CID,HI,Maui,CID,50.66113025861484,1.4501947447231431,49.2109355138917,HI,Maui,Maui,CID,CID Napili Bay Civic Improvement District,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.14,15,10,10,50%,50%,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",2,30,50%,None,No,No,0.17,None,15,6,6,50%,50%,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+","2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",2,30,None,None,No,No,None,None,None,None,None,0.5,None,,,No,No,2,30,None,None,None,No,No,None,None,None,None,None,0.5,None,,,No,No,2,30,None,None,None,None,Allowed/Conditional,,,,,,,,,,,,Allowed/Conditional,No,No,No,No,,,,,,,,No,,,,,,False,True,True,True,True,True,B,B,A,A,No,No,No,No,No,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 1-family; 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (total); 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (per studio/1br)"
161,HI--MAUI--CMUMRA,HI,Maui,CMU-MRA,40.80260405044602,3.2867132861161013,37.51589076432992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,HI--MAUI--D1,HI,Maui,D-1,15.314345666991809,0.041097361762857804,15.27324830522895,HI,Maui,Maui,D-1,D-1 Duplex,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.17,15,6 (10 if building is above 1 story or 15 feet),20,None,None,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",2,35,None,None,No,No,0.17,None,15,6 (10 if building is above 1 story or 15 feet),20,None,None,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+","2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",2,35,None,None,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,,,,,,,,,Allowed/Conditional,"Housing for low and moderate income families, operated by governmental or nonprofit organizations; provided that the normal dwelling unit density is not increased more than ten percent.",No,0.17,None,None,None,No,No,None,None,None,Allowed/Conditional,No,No,No,No,,1,No,None,600,None,,No,,,,,,True,True,True,False,False,True,B,B,A,A,No,No,No,No,No,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 1-family; 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (total); 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (per studio/1br)"
163,HI--MAUI--D2,HI,Maui,D-2,42.81634018383109,0.0,42.81634018383109,HI,Maui,Maui,D-2,D-2 Duplex,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.23,15,6 (10 if building is above 1 story or 15 feet),20,None,None,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",2,35,None,None,No,No,0.23,None,15,6 (10 if building is above 1 story or 15 feet),20,None,None,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+","2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",2,35,None,None,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,,,,,,,,,Allowed/Conditional,"Housing for low and moderate income families, operated by governmental or nonprofit organizations; provided that the normal dwelling unit density is not increased more than ten percent.",No,0.23,None,None,None,No,No,None,None,None,Allowed/Conditional,No,No,No,No,,1,None,None,720 (see note in IV. : 9),None,,No,,,,,,True,True,True,False,False,True,B,B,A,A,No,No,No,No,No,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 1-family; 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (total); 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (per studio/1br)"
164,HI--MAUI--DR,HI,Maui,DR,8.43406602270955,0.1261581370743891,8.30790788563516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,HI--MAUI--GC,HI,Maui,GC,0.05869133177343608,0.0,0.05869133177343608,HI,Maui,Maui,GC,GC Golf Course,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
166,HI--MAUI--H,HI,Maui,H,83.55377342244654,0.9861282081941318,82.56764521425241,HI,Maui,Maui,H,H Hotel,Yes,Yes,No,,,,,,,,0.46,15,10,15,35,35,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",,160,1.5,None,No,No,0.46,None,15,10,15,35,35,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+","2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+",None,160,1.5,None,No,No,0.46,None,½ the height of building with a minimum of 15 feet,"Building height (ft): less than 30 - 10 ft, 30-60 - 15 ft, 60 to 90 - 20 ft, 90-120 - 25 ft, 120-160 - 30 ft",½ the height of building with a minimum of 15 feet,25,25,,,No,No,None,160,1.5,None,None,No,No,0.46,None,½ the height of building with a minimum of 15 feet,"Building height (ft): less than 30 - 10 ft, 30-60 - 15 ft, 60 to 90 - 20 ft, 90-120 - 25 ft, 120-160 - 30 ft",½ the height of building with a minimum of 15 feet,25,25,,,No,No,None,160,1.5,None,None,None,Allowed/Conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,True,B,B,B,B,,,No,No,No,"2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 1-family; 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (total); 2 (3 if dwelling is 3,000-3,999 sqft, 4 if 4,000-4,999, 5 if 5,000-5,999, 6 if 6,000-6,999, 7 if 7,000-7,999, 8 if 8,000+ for 2-family (per studio/1br)"
